k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
10,0,1,1,1
9,1,28,9,45
8,2,332,36,750
7,3,2097,84,5880
6,4,7421,126,22827
5,5,14312,126,42525
4,6,13592,84,34105
3,7,5067,36,9330
2,8,421,9,511
1,9,1,1,1
