k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
8,0,1,1,1
7,1,17,7,28
6,2,120,21,266
5,3,419,35,1050
4,4,712,35,1701
3,5,497,21,966
2,6,95,7,127
1,7,1,1,1
