k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
13,0,1,1,1
12,1,39,12,78
11,2,663,66,2431
10,3,6461,220,39325
9,4,39793,495,359502
8,5,160277,792,1899612
7,6,421187,924,5715424
6,7,699439,792,9321312
5,8,686309,495,7508501
4,9,350532,220,2532530
3,10,71656,66,261625
2,11,2912,12,4095
1,12,1,1,1
