k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
9,0,1,1,1
8,1,9,8,36
7,2,34,28,462
6,3,71,56,2646
5,4,90,70,6951
4,5,71,56,7770
3,6,34,28,3025
2,7,9,8,255
1,8,1,1,1
