k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
10,0,1,1,1
9,1,24,9,45
8,2,232,36,750
7,3,1167,84,5880
6,4,3311,126,22827
5,5,5354,126,42525
4,6,4699,84,34105
3,7,1936,36,9330
2,8,248,9,511
1,9,1,1,1
