k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
7,0,1,1,1
6,1,13,6,21
5,2,60,15,140
4,3,117,20,350
3,4,96,15,301
2,5,28,6,63
1,6,1,1,1
