k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
10,0,1,1,1
9,1,15,9,45
8,2,105,36,750
7,3,440,84,5880
6,4,1187,126,22827
5,5,2061,126,42525
4,6,2105,84,34105
3,7,1010,36,9330
2,8,151,9,511
1,9,1,1,1
