k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
13,0,1,1,1
12,1,15,12,78
11,2,105,66,2431
10,3,455,220,39325
9,4,1365,495,359502
8,5,2988,792,1899612
7,6,4867,924,5715424
6,7,5868,792,9321312
5,8,5067,495,7508501
4,9,2911,220,2532530
3,10,954,66,261625
2,11,115,12,4095
1,12,1,1,1
