k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
8,0,1,1,1
7,1,16,7,28
6,2,104,21,266
5,3,337,35,1050
4,4,546,35,1701
3,5,388,21,966
2,6,82,7,127
1,7,1,1,1
