k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
8,0,1,1,1
7,1,14,7,28
6,2,83,21,266
5,3,254,35,1050
4,4,400,35,1701
3,5,284,21,966
2,6,65,7,127
1,7,1,1,1
