k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
9,0,1,1,1
8,1,28,8,36
7,2,298,28,462
6,3,1522,56,2646
5,4,3873,70,6951
4,5,4611,56,7770
3,6,2120,28,3025
2,7,228,8,255
1,8,1,1,1
