k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
13,0,1,1,1
12,1,39,12,78
11,2,715,66,2431
10,3,7852,220,39325
9,4,55601,495,359502
8,5,258206,792,1899612
7,6,773578,924,5715424
6,7,1426230,792,9321312
5,8,1482156,495,7508501
4,9,742066,220,2532530
3,10,130936,66,261625
2,11,3562,12,4095
1,12,1,1,1
