k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
9,0,1,1,1
8,1,12,8,36
7,2,58,28,462
6,3,145,56,2646
5,4,206,70,6951
4,5,170,56,7770
3,6,78,28,3025
2,7,17,8,255
1,8,1,1,1
