k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
10,0,1,1,1
9,1,23,9,45
8,2,209,36,750
7,3,955,84,5880
6,4,2368,126,22827
5,5,3250,126,42525
4,6,2412,84,34105
3,7,873,36,9330
2,8,112,9,511
1,9,1,1,1
