k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
8,0,1,1,1
7,1,15,7,28
6,2,89,21,266
5,3,255,35,1050
4,4,362,35,1701
3,5,235,21,966
2,6,53,7,127
1,7,1,1,1
