k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
8,0,1,1,1
7,1,16,7,28
6,2,98,21,266
5,3,288,35,1050
4,4,418,35,1701
3,5,275,21,966
2,6,63,7,127
1,7,1,1,1
