k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
9,0,1,1,1
8,1,16,8,36
7,2,102,28,462
6,3,332,56,2646
5,4,593,70,6951
4,5,582,56,7770
3,6,293,28,3025
2,7,60,8,255
1,8,1,1,1
