k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
10,0,1,1,1
9,1,22,9,45
8,2,195,36,750
7,3,906,84,5880
6,4,2402,126,22827
5,5,3689,126,42525
4,6,3149,84,34105
3,7,1313,36,9330
2,8,184,9,511
1,9,1,1,1
