k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
8,0,1,1,1
7,1,13,7,28
6,2,78,21,266
5,3,250,35,1050
4,4,421,35,1701
3,5,316,21,966
2,6,70,7,127
1,7,1,1,1
