k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
10,0,1,1,1
9,1,12,9,45
8,2,66,36,750
7,3,214,84,5880
6,4,445,126,22827
5,5,603,126,42525
4,6,510,84,34105
3,7,237,36,9330
2,8,45,9,511
1,9,1,1,1
