k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
8,0,1,1,1
7,1,15,7,28
6,2,89,21,266
5,3,258,35,1050
4,4,374,35,1701
3,5,249,21,966
2,6,57,7,127
1,7,1,1,1
