k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
9,0,1,1,1
8,1,22,8,36
7,2,189,28,462
6,3,806,56,2646
5,4,1807,70,6951
4,5,2070,56,7770
3,6,1058,28,3025
2,7,159,8,255
1,8,1,1,1
