k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
9,0,1,1,1
8,1,21,8,36
7,2,184,28,462
6,3,834,56,2646
5,4,2025,70,6951
4,5,2477,56,7770
3,6,1277,28,3025
2,7,178,8,255
1,8,1,1,1
