k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
8,0,1,1,1
7,1,15,7,28
6,2,93,21,266
5,3,297,35,1050
4,4,487,35,1701
3,5,355,21,966
2,6,77,7,127
1,7,1,1,1
