k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
9,0,1,1,1
8,1,27,8,36
7,2,287,28,462
6,3,1486,56,2646
5,4,3856,70,6951
4,5,4676,56,7770
3,6,2177,28,3025
2,7,233,8,255
1,8,1,1,1
