k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
9,0,1,1,1
8,1,20,8,36
7,2,158,28,462
6,3,627,56,2646
5,4,1328,70,6951
4,5,1468,56,7770
3,6,751,28,3025
2,7,123,8,255
1,8,1,1,1
