k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
11,0,1,1,1
10,1,31,10,55
9,2,413,45,1155
8,3,3042,120,11880
7,4,13325,210,63987
6,5,34764,252,179487
5,6,51440,210,246730
4,7,38626,120,145750
3,8,11682,45,28501
2,9,783,10,1023
1,10,1,1,1
