k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
10,0,1,1,1
9,1,25,9,45
8,2,280,36,750
7,3,1740,84,5880
6,4,6222,126,22827
5,5,12318,126,42525
4,6,12110,84,34105
3,7,4705,36,9330
2,8,416,9,511
1,9,1,1,1
