k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
7,0,1,1,1
6,1,11,6,21
5,2,45,15,140
4,3,85,20,350
3,4,74,15,301
2,5,25,6,63
1,6,1,1,1
