k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
8,0,1,1,1
7,1,14,7,28
6,2,81,21,266
5,3,237,35,1050
4,4,354,35,1701
3,5,244,21,966
2,6,57,7,127
1,7,1,1,1
