k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
10,0,1,1,1
9,1,21,9,45
8,2,178,36,750
7,3,793,84,5880
6,4,2027,126,22827
5,5,3027,126,42525
4,6,2544,84,34105
3,7,1066,36,9330
2,8,157,9,511
1,9,1,1,1
