k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
10,0,1,1,1
9,1,11,9,45
8,2,55,36,750
7,3,159,84,5880
6,4,286,126,22827
5,5,326,126,42525
4,6,231,84,34105
3,7,95,36,9330
2,8,19,9,511
1,9,1,1,1
