k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
9,0,1,1,1
8,1,23,8,36
7,2,207,28,462
6,3,918,56,2646
5,4,2110,70,6951
4,5,2424,56,7770
3,6,1203,28,3025
2,7,167,8,255
1,8,1,1,1
