k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
9,0,1,1,1
8,1,21,8,36
7,2,174,28,462
6,3,724,56,2646
5,4,1598,70,6951
4,5,1814,56,7770
3,6,929,28,3025
2,7,144,8,255
1,8,1,1,1
