k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
9,0,1,1,1
8,1,19,8,36
7,2,153,28,462
6,3,650,56,2646
5,4,1522,70,6951
4,5,1863,56,7770
3,6,1000,28,3025
2,7,152,8,255
1,8,1,1,1
