k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
10,0,1,1,1
9,1,33,9,45
8,2,444,36,750
7,3,3066,84,5880
6,4,11408,126,22827
5,5,22167,126,42525
4,6,20184,84,34105
3,7,6794,36,9330
2,8,475,9,511
1,9,1,1,1
