k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
9,0,1,1,1
8,1,17,8,36
7,2,112,28,462
6,3,371,56,2646
5,4,656,70,6951
4,5,618,56,7770
3,6,288,28,3025
2,7,52,8,255
1,8,1,1,1
