k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
8,0,1,1,1
7,1,17,7,28
6,2,114,21,266
5,3,376,35,1050
4,4,611,35,1701
3,5,424,21,966
2,6,85,7,127
1,7,1,1,1
