k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
11,0,1,1,1
10,1,10,10,55
9,2,45,45,1155
8,3,120,120,11880
7,4,210,210,63987
6,5,252,252,179487
5,6,210,210,246730
4,7,120,120,145750
3,8,45,45,28501
2,9,10,10,1023
1,10,1,1,1
