k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
8,0,1,1,1
7,1,18,7,28
6,2,129,21,266
5,3,445,35,1050
4,4,735,35,1701
3,5,501,21,966
2,6,95,7,127
1,7,1,1,1
