k,level,num_k_partitions,num_k_partitions_lb,num_k_partitions_ub
8,0,1,1,1
7,1,18,7,28
6,2,123,21,266
5,3,399,35,1050
4,4,628,35,1701
3,5,429,21,966
2,6,87,7,127
1,7,1,1,1
